movie,certificate_G,certificate_Missing,certificate_Not Rated,certificate_PG,certificate_PG-13,certificate_R,certificate_TV-MA,certificate_TV-PG,certificate_Unrated,duration,rate,metascore,votes,gross,user_reviews,critic_reviews,popularity,awards_nominations,Oscar_nominated,Golden_Globes_nominated,BAFTA_won,BAFTA_nominated,Screen_Actors_Guild_won,Screen_Actors_Guild_nominated,Critics_Choice_won,Critics_Choice_nominated,Directors_Guild_won,Directors_Guild_nominated,Producers_Guild_won,Producers_Guild_nominated,Art_Directors_Guild_won,Art_Directors_Guild_nominated,Writers_Guild_won,Writers_Guild_nominated,Costume_Designers_Guild_won,Costume_Designers_Guild_nominated,Online_Film_Television_Association_won,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_won,Online_Film_Critics_Society_nominated,People_Choice_won,People_Choice_nominated,London_Critics_Circle_Film_won,London_Critics_Circle_Film_nominated,American_Cinema_Editors_won,American_Cinema_Editors_nominated,Hollywood_Film_won,Hollywood_Film_nominated,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_nominated,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_nominated,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_nominated,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_nominated,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_nominated,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_Best_Picture_won
Underworld: Rise of the Lycans,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.037880479608698,-0.5672956575660983,-1.187427567016785,-0.3242579645805345,-0.3928037874599043,-0.6787095283029131,-0.6808001494325426,-0.30176721670313383,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Step Brothers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7680978173187184,-0.2023943839017764,-0.775245678827817,0.16528315335864527,0.12993773366621728,-0.5004630252833768,-0.6193218700831027,0.14870305567535463,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Town,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4459241629861902,0.6490411104238055,0.5790662395073637,0.5366253142693153,0.05057511019179237,-0.25299457934363245,0.7878476350263023,-0.7970895075435497,0.18474189768451682,-0.20973851625848774,0.07589310820586982,-0.3401229940115147,-0.1256363468869847,-0.24882644365339338,0.6934895814278373,-0.36867803302591867,1.4670011794988846,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,2.1734873938096735,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.30561859486207005,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,1.3795063250476935,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Kids Are All Right,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4083876009320788,0.040872726428853576,1.2856637621170233,-0.3873061599177765,-0.6318478340696178,-0.476235345261304,0.3916542792187999,2.350352135828227,1.4489321658765861,1.0832418543533213,2.070105632338833,-0.3401229940115147,0.9906290373247141,-0.24882644365339338,3.014518397317753,-0.36867803302591867,1.0509859196409919,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,2.1734873938096735,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,1.082024657544755,-0.2876066269190724,1.09195491643909,-0.18619896680161344,-0.3475809112442939,1.5053414562729184,1.5535384204023515,-0.19890271381328503,2.215646837627989,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,0.7498888983087221,5.534726403080388,3.2376937372731716,-0.32044856715479764,-0.3741815012817925,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
The Last House on the Left,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.22853249273875903,-0.5672956575660983,-1.3051938207850617,-0.6137955252447739,-0.5178716326461064,-0.4987324767103717,-0.1753120747815914,0.929713203240656,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Avengers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2552721498561292,1.2572100782604059,0.2846506050866722,4.409135053144685,5.12892245398719,2.0088324055741715,3.014727531461574,-0.881918325069369,0.30514097084566627,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.1256363468869847,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,0.6349706597830994,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,0.24943870610066002,-0.2876066269190724,-0.49770833126496833,2.286443226746694,9.996091989640117,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,1.530869893305318,1.49081732235216,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House Bunny,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8130615943670484,-1.9052659807213173,-0.5397131712912638,-0.636442886491507,-0.36947308851079624,-0.7652369569531734,-0.9472060266134494,-0.294941909545884,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Visitor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.49831515502873874,0.7706746777524849,0.8734818739280552,-0.7814532106718414,-0.7406606840863594,-0.6890928197409443,-0.23679035413103142,,-0.2366548583795063,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,0.6934895814278373,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.30561859486207005,-0.2876066269190724,0.032179417969717794,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,1.861668957625975,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Duchess,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.22853249273875903,-0.2023943839017764,-0.12753128310229583,-0.644875917366131,-0.6985889318830498,-0.73754817978509,-0.48953439145650707,2.403004505327011,-0.17645532179893159,0.22125494061211526,0.07589310820586982,0.8170447679835834,0.2464521145169149,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,5.265066973226281,2.2681002197797993,-0.34675169967083896,-0.30561859486207005,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,0.9453782013662573,-0.2874229588640674,0.8803384382279993,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frost/Nixon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31103283184120034,0.7706746777524849,0.9323650008121935,-0.507768277784993,-0.6529491508694725,-0.5541100310465382,0.2482049607367732,3.314670532759666,1.5693312390377356,1.5142353112239242,2.734843140383154,-0.3401229940115147,2.106894421536413,-0.24882644365339338,1.854003989372795,-0.36867803302591867,1.0509859196409919,-0.13152257528233016,3.1670032130225585,-0.18295574149853927,2.1734873938096735,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,0.8044960070633901,-0.2876066269190724,0.562067167204404,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,2.8999383847510565,-0.19890271381328503,2.215646837627989,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,0.7227340775922451,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,0.7498888983087221,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Nine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13117772364788055,-1.5403647192203596,-0.8930119325960937,-0.7806918224546431,-0.6426526249763769,-0.5800682596416163,-0.4075633523239204,1.482563082977892,0.7265377269096894,1.0832418543533213,2.734843140383154,-0.3401229940115147,-0.1256363468869847,-0.24882644365339338,1.854003989372795,-0.36867803302591867,3.5470774787883483,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,2.2681002197797993,0.37784787578345225,0.526967356582025,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Blind Side,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6257792711795099,0.7706746777524849,-0.6574794250595405,0.23377658718716066,1.6166004683413477,-0.2391501907595908,-0.025031836371849116,-0.6225566530938756,-0.29685439496008104,0.22125494061211526,0.07589310820586982,-0.3401229940115147,-0.4977248082908843,2.6231423218787637,0.6934895814278373,0.7611417456018966,0.2189553999252067,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.30561859486207005,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Katyn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2660690547928704,0.040872726428853576,0.9912481276963317,-0.9137929847273515,-0.8295850694251728,-0.8448421913114128,-1.111148104878623,,-0.5978520778629547,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,0.20713845605364692,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mist,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49088794003452013,0.16250629375753292,-0.363063790638849,0.21584983288705703,-0.5860469947391966,0.8805147359747774,0.44630163864052436,-0.3485693229242755,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burn After Reading,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8580253714153783,-0.0807608287364614,-0.06864815621815752,0.36035606555807387,-0.2537757699516949,-0.0349454591449765,0.5146108379176799,0.49386858905627434,-0.17645532179893159,-0.6407319731290907,0.740630616250191,-0.3401229940115147,0.6185405759208145,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hurt Locker,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7157068252761698,0.6490411104238055,1.7567287771901297,0.821788830899581,-0.6806128195779994,0.5361355699467414,0.8424949944480268,-0.44119849148695167,3.254918263293828,3.238209138706336,1.4053681242945122,6.602883577959074,2.478982882940312,-0.24882644365339338,1.854003989372795,1.8909615242297118,2.7150469590725628,7.603257447273754,3.1670032130225585,5.465802777268861,2.1734873938096735,4.769857357336011,1.9801584190105348,5.396703109009912,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,1.8270470266920347,2.192139259470215,4.662834965346494,3.2115059133778345,-0.18619896680161344,-0.3475809112442939,1.5053414562729184,0.8803384382279993,5.027583489578354,2.215646837627989,1.530869893305318,1.49081732235216,5.122955183051488,2.82538799002198,4.9642454979779105,3.132274135164876,8.178992966375407,6.308789194894987,3.593957775083716,3.2376937372731716,3.1510775770221766,2.9744717891748285,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
The Switch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6332064861737285,-1.1754640415610513,-0.7163625519436788,-0.559091094577381,-0.5652979714934736,-0.7756202483912046,-0.5783363505168093,0.2725336283854586,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7680978173187184,1.3788430617474368,0.5790662395073637,1.6875975038717206,1.2478989308505255,-0.11974233922223158,0.15940300167647095,0.19453011801688916,0.06434282452336734,0.22125494061211526,0.07589310820586982,-0.3401229940115147,0.2464521145169149,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,2.1734873938096735,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,0.24943870610066002,-0.2876066269190724,0.032179417969717794,-0.18619896680161344,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,2.215646837627989,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1835687156904291,0.28414043276449624,-0.009765029334019234,-0.0184949584601381,-0.8301587751370362,-0.10243685349217953,0.6307364766888445,-0.00047865790453441136,-0.2366548583795063,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.1256363468869847,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,0.6349706597830994,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.02808994438070501,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,0.5031224199891021,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bride Wars,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.172771810753688,-2.0268995358866313,-2.365090104699551,-0.5504060179480982,-0.26926582417200434,-0.7600453112341577,-0.7764330284205605,-0.07068181723624689,-0.5978520778629547,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hobbit: An Unexpected Journey,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.424330353112708,1.0139423840881274,-0.363063790638849,2.462942754734257,2.0664813640608286,1.4014098564493442,2.598041415870925,-0.9881981079465448,0.24494143426509155,0.6522483974827182,-0.5888443998384513,-0.3401229940115147,0.9906290373247141,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,1.0509859196409919,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,2.2681002197797993,0.37784787578345225,0.8044960070633901,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Once,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.3526269189470077,1.0139423840881274,1.4034300158853,-0.4827422347286679,-0.7404694488490716,-0.4139355966331166,-0.2231285142756003,0.9121624134077279,-0.11625578521835685,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,0.7611417456018966,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,-0.02808994438070501,-0.2876066269190724,1.09195491643909,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,0.8803384382279993,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,1.4153145049336895,0.7420362622037479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineapple Express,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1835687156904291,-0.0807608287364614,-0.009765029334019234,0.3981366739907761,0.004391800386795722,-0.3308692651288667,-0.2231285142756003,0.2530327507933162,-0.5978520778629547,-0.6407319731290907,0.07589310820586982,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
