movie,certificate_G,certificate_Missing,certificate_Not Rated,certificate_PG,certificate_PG-13,certificate_R,certificate_TV-MA,certificate_TV-PG,certificate_Unrated,duration,rate,metascore,votes,gross,user_reviews,critic_reviews,popularity,awards_nominations,Oscar_nominated,Golden_Globes_nominated,BAFTA_won,BAFTA_nominated,Screen_Actors_Guild_won,Screen_Actors_Guild_nominated,Critics_Choice_won,Critics_Choice_nominated,Directors_Guild_won,Directors_Guild_nominated,Producers_Guild_won,Producers_Guild_nominated,Art_Directors_Guild_won,Art_Directors_Guild_nominated,Writers_Guild_won,Writers_Guild_nominated,Costume_Designers_Guild_won,Costume_Designers_Guild_nominated,Online_Film_Television_Association_won,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_won,Online_Film_Critics_Society_nominated,People_Choice_won,People_Choice_nominated,London_Critics_Circle_Film_won,London_Critics_Circle_Film_nominated,American_Cinema_Editors_won,American_Cinema_Editors_nominated,Hollywood_Film_won,Hollywood_Film_nominated,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_nominated,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_nominated,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_nominated,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_nominated,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_nominated,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_Best_Picture_won
The Da Vinci Code,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.525054812146109,-0.5672956575660983,-1.0696613132485084,0.751504822022344,1.2493331951301838,2.432816805960447,0.24137404080905764,-0.3329686208505616,-0.4172534681212305,-0.6407319731290907,0.07589310820586982,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1835687156904291,1.1355759392534426,1.8744950309584063,1.600394923713015,1.143197638435471,0.112151169560466,0.37116151943565323,-0.34076897188741856,0.6663381903291147,1.5142353112239242,0.07589310820586982,0.8170447679835834,-0.1256363468869847,-0.24882644365339338,-0.46702482651712074,0.7611417456018966,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,5.465802777268861,2.1734873938096735,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,1.1024474512377433,1.9146106089888502,0.9500037711473192,0.562067167204404,-0.18619896680161344,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,2.215646837627989,1.530869893305318,1.49081732235216,1.5423951088757168,0.7227340775922451,-0.24684093636354254,-0.37326148506948903,1.4077133863696234,0.7498888983087221,-0.2875794809096283,-0.37110749515676245,1.4153145049336895,0.7420362622037479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pirates of the Caribbean: Dead Man's Chest,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6149823662427687,0.28414043276449624,-0.6574794250595405,1.8501827684862806,3.214179640643385,2.195731651458734,0.3165141600139288,-0.44509866700538014,0.6061386537485399,1.0832418543533213,0.07589310820586982,0.8170447679835834,1.3627174987286137,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,2.2681002197797993,0.37784787578345225,0.8044960070633901,-0.2876066269190724,-0.49770833126496833,7.231727613843308,4.824255539197911,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,2.215646837627989,3.4290870802853055,3.3486976383006137,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vera Drake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4459241629861902,0.7706746777524849,1.1090143814646083,-0.8724049714310959,-0.7948758738574424,-0.6925539168869547,-0.6671383095771115,,0.8469368000708388,0.6522483974827182,0.07589310820586982,3.13138029197378,3.5952482671520114,-0.24882644365339338,0.6934895814278373,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.30561859486207005,-0.2876066269190724,0.032179417969717794,-0.18619896680161344,-0.3475809112442939,8.67639911682086,4.246338349099761,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,1.6531891470870437,0.8318262489865489,1.4153145049336895,0.7420362622037479,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Accepted,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9929167025603681,-0.6889292127314134,-1.0107781863643703,-0.41451659951447745,-0.4836405251715954,-0.6216014253937413,-1.0565007454568984,0.48801832577863163,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Amityville Horror,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.127808033705358,-1.2970975967263654,-1.8351419627423065,-0.541132834557945,-0.21629366344329182,-0.07993972204311185,-0.5715054305890938,0.8263585520023016,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Street Hooligans,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.27349626978708896,0.5274075552584906,-0.5397131712912638,-0.3453720474864269,-0.8274814818150074,-0.3239470708368459,-1.2819211030715119,0.763955743707446,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Flying Daggers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17614150069621048,0.6490411104238055,1.4623131427694382,-0.48496863889482017,-0.72517062986605,-0.25472512791663765,-0.12749563528758248,2.5024589810469373,1.1479344829737126,-0.20973851625848774,0.07589310820586982,-0.3401229940115147,2.851071344344212,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,1.082024657544755,-0.2876066269190724,1.09195491643909,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,1.5535384204023515,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,4.793353176372515,2.973449016943228,-0.2875794809096283,0.8318262489865489,1.4153145049336895,2.9744717891748285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Compass,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0936411615937692,-1.1754640415610513,-0.775245678827817,-0.17909011180353848,-0.1606442093925505,0.1761814667616586,-0.10700287550443581,0.32908617340267143,-0.29685439496008104,0.22125494061211526,-0.5888443998384513,0.8170447679835834,-0.1256363468869847,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,0.2189553999252067,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,4.769857357336011,1.9801584190105348,-0.17597944920684494,-0.40406819163549923,5.265066973226281,2.2681002197797993,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,0.20713845605364692,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster House,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.082844256657028,-0.5672956575660983,0.22576747820253396,-0.5863908003788569,-0.12641310191803953,-0.5817988082146216,-0.5168580711673693,2.0139619973637712,-0.2366548583795063,-0.20973851625848774,0.07589310820586982,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,2.1734873938096735,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,0.24943870610066002,-0.2876066269190724,0.032179417969717794,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitch,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13117772364788055,-0.5672956575660983,-0.363063790638849,0.3381392824755494,0.8672451910292177,-0.3360609108478823,-0.6466455497939648,0.8195332448450517,-0.47745300470180524,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,3.53129642658736,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Constant Gardener,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6257792711795099,0.5274075552584906,1.0501312545804702,-0.3803223921324403,-0.5097441350613762,-0.0020650362578775905,-0.26411403384189364,2.088065332213912,1.4489321658765861,1.0832418543533213,1.4053681242945122,0.8170447679835834,3.2231598057481117,2.6231423218787637,0.6934895814278373,-0.36867803302591867,0.2189553999252067,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,1.9801584190105348,-0.17597944920684494,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,0.37784787578345225,1.082024657544755,-0.2876066269190724,1.09195491643909,-0.18619896680161344,-0.3475809112442939,6.883634701683875,4.246338349099761,-0.19890271381328503,2.215646837627989,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Saw,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5432789320770687,0.7706746777524849,-1.0696613132485084,0.6427365769806491,-0.3034013140278714,1.6488783023890887,0.14574116182103983,-0.2686157247964918,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idiocracy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.3975906959953377,-0.5672956575660983,0.10800122443425736,-0.38965333600803614,-0.8265253056285685,-0.22357525360254393,-0.9608678664688806,-0.7327366114894799,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Black Dahlia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2660690547928704,-1.7836324255560034,-0.8930119325960937,-0.6426967717789773,-0.6154016036628696,0.13637884958253887,-0.1753120747815914,1.5478910229115688,-0.5978520778629547,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,1.530869893305318,1.49081732235216,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokeback Mountain,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8505981564211597,0.7706746777524849,1.3445468890011616,0.41863639536968783,-0.03681939324871889,2.9329453435589516,0.6034127969779822,-0.5192020018555211,3.9773127022607246,2.8072156818357334,4.0643181564717965,4.288548053968878,2.851071344344212,-0.24882644365339338,4.1750328052627115,3.020781302857527,2.7150469590725628,7.603257447273754,3.1670032130225585,5.465802777268861,2.1734873938096735,-0.2012598041070047,-0.4900392047046273,5.396703109009912,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,7.623843630326364,3.857311162358405,2.187614169213711,3.741393662612521,-0.18619896680161344,-0.3475809112442939,3.2981058714099043,2.226738402576704,-0.19890271381328503,2.215646837627989,3.4290870802853055,3.3486976383006137,1.5423951088757168,3.8767149462368478,-0.24684093636354254,-0.37326148506948903,3.1005332813710687,4.085229076260481,5.534726403080388,4.440627481416483,3.1510775770221766,2.9744717891748285,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0
Bee Movie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.082844256657028,-1.053830474232371,-0.5985962981754022,-0.40295400051950725,0.3797865711826898,-0.5973737453716684,-0.48953439145650707,-0.5874550734280194,-0.47745300470180524,-0.6407319731290907,0.07589310820586982,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.19705985993268596,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,2.1734873938096735,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Click,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3634238238837489,-0.8105627678967272,-1.1285444401326468,0.35028473727816795,0.4824798936062228,0.2056007925027471,-0.6466455497939648,0.4529167461127754,-0.5978520778629547,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,2.286443226746694,0.9453782013662573,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Full of Grace,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6332064861737285,0.5274075552584906,1.3445468890011616,-0.8184356742147909,-0.7683897934930861,-0.6821706254489235,-0.7627711885651294,,0.18474189768451682,-0.20973851625848774,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,0.6934895814278373,-0.36867803302591867,0.2189553999252067,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,2.551646602146326,0.8044960070633901,0.9500037711473192,1.09195491643909,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,0.20713845605364692,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,0.7498888983087221,1.6531891470870437,0.8318262489865489,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hotel Rwanda,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2660690547928704,1.2572100782604059,0.8734818739280552,0.4652596090283346,-0.6063179298917004,0.09830678097642435,-0.5441817508782315,1.349957115351324,0.4255400440068157,0.6522483974827182,1.4053681242945122,-0.3401229940115147,-0.1256363468869847,-0.24882644365339338,3.014518397317753,-0.36867803302591867,0.2189553999252067,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,2.3529716794685975,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,0.24943870610066002,-0.2876066269190724,0.032179417969717794,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,1.5535384204023515,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,0.8318262489865489,-0.32044856715479764,-0.3741815012817925,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
The Devil's Rejects,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3634238238837489,-0.2023943839017764,-0.6574794250595405,-0.56871084088019,-0.6691387053407332,0.20733134107575232,-0.011369996516418002,0.36126262142970633,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pacifier,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9029891484637083,-1.9052659807213173,-2.011791343394721,-0.6180908049804168,0.24984222744564957,-0.5921820996526528,-0.954036946541165,0.267658408987423,-0.6580516144435294,-0.6407319731290907,-0.5888443998384513,-0.3401229940115147,-0.4977248082908843,-0.24882644365339338,-0.46702482651712074,-0.36867803302591867,-0.6130751197905786,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,-0.3673472936746696,-0.3670629935962937,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Country,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49088794003452013,0.28414043276449624,0.22576747820253396,-0.8043946252990097,-0.6555610034933014,-0.6129486825287153,-0.7627711885651294,2.981205525934032,-0.11625578521835685,0.22125494061211526,0.740630616250191,-0.3401229940115147,0.2464521145169149,-0.24882644365339338,1.854003989372795,-0.36867803302591867,0.2189553999252067,-0.13152257528233016,-0.29734485436704267,-0.18295574149853927,-0.4199975640211929,-0.2012598041070047,-0.4900392047046273,-0.17597944920684494,-0.40406819163549923,-0.18993110725564605,-0.44089762492818146,-0.34675169967083896,-0.5831472453434351,-0.2876066269190724,-0.49770833126496833,-0.18619896680161344,-0.3475809112442939,-0.2874229588640674,-0.4660615261207055,-0.19890271381328503,-0.4513354669242201,1.530869893305318,1.49081732235216,-0.2478849282121688,-0.3285928786226226,-0.24684093636354254,-0.37326148506948903,-0.2851065086318224,-0.3618911610085309,-0.2875794809096283,-0.37110749515676245,-0.32044856715479764,-0.3741815012817925,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
